0,0.57,04418.00,188
1,358.49,06403.00,188
2,359.79,06310.00,188
3,0.02,06420.00,188
4,358.64,06342.00,188
5,359.33,06451.00,188
6,358.14,06424.00,188
7,358.87,06453.00,188
8,359.60,06376.00,188
9,358.09,06465.00,188
10,358.86,06440.00,188
11,359.62,06353.00,188
12,0.06,06410.00,188
13,358.47,06347.00,188
14,358.79,06407.00,188
15,359.62,06403.00,188
16,0.73,04424.00,188
17,358.04,06399.00,188
18,358.90,06376.00,188
19,359.75,06442.00,188
20,358.15,06343.00,188
21,359.02,06405.00,188
22,359.90,06385.00,188
23,358.57,06420.00,188
24,359.47,06446.00,188
25,358.60,06409.00,188
26,359.53,06380.00,188
27,0.01,06442.00,188
28,358.13,06412.00,188
29,359.07,06459.00,188
30,358.62,06407.00,188
31,359.57,06374.00,188
32,358.82,06432.00,188
33,0.87,04435.00,188
34,358.76,06455.00,188
35,359.75,06451.00,188
36,358.75,06469.00,188
37,359.76,06420.00,188
38,0.81,04425.00,188
39,358.65,06436.00,188
40,359.66,06409.00,188
41,0.86,04422.00,188
42,358.68,06446.00,188
43,0.37,06444.00,188
44,358.30,06418.00,188
45,359.34,06463.00,188
46,0.17,06424.00,188
47,358.07,06449.00,188
48,359.12,06426.00,188
49,358.41,06432.00,188
50,359.47,06397.00,188
51,358.95,06438.00,188
52,0.39,06449.00,188
53,358.26,06442.00,188
54,359.32,06387.00,188
55,0.92,04430.00,188
56,358.64,06403.00,188
57,359.72,06447.00,188
58,358.34,06418.00,188
59,359.43,06442.00,188
60,0.07,06416.00,188
61,358.97,06418.00,188
62,0.01,06459.00,188
63,358.91,06434.00,188
64,358.88,06393.00,188
65,359.99,06432.00,188
66,0.81,04414.00,188
67,358.46,06440.00,188
68,359.57,06446.00,188
69,358.42,06457.00,188
70,359.54,06416.00,188
71,358.60,06455.00,188
72,359.72,06436.00,188
73,0.03,06426.00,188
74,358.91,06420.00,188
75,0.16,06424.00,188
76,359.04,06461.00,188
77,0.04,06438.00,188
78,358.92,06451.00,188
79,0.80,04415.00,188
80,358.41,06420.00,188
81,359.54,06387.00,188
82,358.58,06432.00,188
83,359.71,06405.00,188
84,358.65,06463.00,188
85,359.79,06451.00,188
86,358.39,06424.00,188
87,359.53,06361.00,188
88,358.82,06430.00,188
89,359.96,06451.00,188
90,358.72,06405.00,188
91,359.87,06442.00,188
92,0.19,06410.00,188
93,359.04,06424.00,188
94,358.80,06397.00,188
95,359.95,06451.00,188
96,0.05,06351.00,188
97,358.91,06495.00,188
98,358.25,06442.00,188
99,359.40,06440.00,188
100,0.19,06442.00,188
101,359.04,06449.00,188
102,0.07,06440.00,188
103,358.92,06479.00,188
104,0.14,06463.00,188
105,358.99,06481.00,188
106,0.33,06449.00,188
107,358.02,06432.00,188
108,359.18,06469.00,188
109,0.84,04411.00,188
110,358.41,06432.00,188
111,359.57,06436.00,188
112,0.05,06432.00,188
113,358.90,06463.00,188
114,358.28,06440.00,188
115,359.43,06487.00,188
116,0.04,06430.00,188
117,358.88,06465.00,188
118,0.92,04417.00,188
119,358.48,06469.00,188
120,359.64,06461.00,188
121,0.39,06436.00,188
122,358.08,06420.00,188
123,359.24,06345.00,188
124,0.07,06449.00,188
125,358.92,06469.00,188
126,358.73,06463.00,188
127,359.88,06457.00,188
128,358.64,06451.00,188
129,359.79,06442.00,188
130,358.54,06438.00,188
131,359.70,06428.00,188
132,0.85,04411.00,188
133,358.42,06469.00,188
134,359.57,06471.00,188
135,358.28,06420.00,188
136,359.43,06449.00,188
137,0.43,06455.00,188
138,358.12,06489.00,188
139,359.27,06325.00,188
140,0.19,06426.00,188
141,359.03,06438.00,188
142,358.72,06430.00,188
143,359.87,06461.00,188
144,0.93,04422.00,188
145,358.50,06410.00,188
146,359.65,06442.00,188
147,358.26,06432.00,188
148,359.41,06491.00,188
149,0.42,06444.00,188
150,358.11,06399.00,188
