0,0.09,05488.00,188
1,0.76,05487.00,188
2,1.43,05566.00,188
3,358.08,05491.00,188
4,358.75,05493.00,188
5,359.42,05479.00,188
6,0.21,05484.00,188
7,0.92,05500.00,188
8,1.63,05465.00,188
9,358.08,05474.00,188
10,358.79,05537.00,188
11,359.50,05476.00,188
12,0.18,05544.00,188
13,0.92,05479.00,188
14,1.67,05476.00,188
15,358.68,05480.00,188
16,359.43,05497.00,188
17,0.05,05508.00,188
18,0.82,05476.00,188
19,1.60,05486.00,188
20,358.49,05476.00,188
21,359.27,05484.00,188
22,0.68,05467.00,188
23,1.49,05531.00,188
24,358.25,05449.00,188
25,359.06,05445.00,188
26,359.87,05498.00,188
27,0.53,05472.00,188
28,1.37,05486.00,188
29,358.02,05480.00,188
30,358.86,05469.00,188
31,359.69,05472.00,188
32,0.32,05481.00,188
33,1.18,05462.00,188
34,358.59,05511.00,188
35,359.46,05466.00,188
36,0.16,05476.00,188
37,1.05,05472.00,188
38,1.93,05508.00,188
39,358.39,05530.00,188
40,359.27,05469.00,188
41,0.41,05466.00,188
42,1.32,05469.00,188
43,358.59,05511.00,188
44,359.51,05480.00,188
45,0.09,05546.00,188
46,1.03,05463.00,188
47,1.96,05466.00,188
48,358.24,05541.00,188
49,359.17,05486.00,188
50,0.60,05463.00,188
51,1.54,05474.00,188
52,358.70,05521.00,188
53,359.65,05479.00,188
54,0.38,05500.00,188
55,1.35,05483.00,188
56,358.46,05538.00,188
57,359.42,05467.00,188
58,0.01,05465.00,188
59,0.98,05473.00,188
60,1.96,05458.00,188
61,358.04,05521.00,188
62,359.02,05472.00,188
63,0.35,05439.00,188
64,1.35,05490.00,188
65,358.36,05484.00,188
66,359.36,05460.00,188
67,0.35,05460.00,188
68,1.36,05487.00,188
69,358.33,05523.00,188
70,359.34,05506.00,188
71,0.92,05465.00,188
72,1.94,05487.00,188
73,358.88,05524.00,188
74,359.90,05488.00,188
75,0.31,05493.00,188
76,1.34,05479.00,188
77,358.24,05470.00,188
78,359.27,05480.00,188
79,0.10,05528.00,188
80,1.14,05458.00,188
81,358.02,05455.00,188
82,359.06,05531.00,188
83,0.84,05480.00,188
84,1.89,05523.00,188
85,358.74,05481.00,188
86,359.79,05476.00,188
87,0.96,05456.00,188
88,358.85,05479.00,188
89,359.90,05530.00,188
90,1.02,05458.00,188
91,358.90,05497.00,188
92,359.96,05487.00,188
93,0.70,05459.00,188
94,1.77,05497.00,188
95,358.57,05480.00,188
96,359.63,05470.00,188
97,1.07,05473.00,188
98,358.91,05484.00,188
99,359.99,05488.00,188
100,0.69,05466.00,188
101,1.77,05523.00,188
102,358.51,05534.00,188
103,359.59,05458.00,188
104,1.04,05469.00,188
105,358.85,05481.00,188
106,359.95,05480.00,188
107,0.58,05467.00,188
108,1.69,05534.00,188
109,358.37,05531.00,188
110,359.48,05473.00,188
111,0.98,05476.00,188
112,358.76,05487.00,188
113,359.87,05477.00,188
114,0.97,05459.00,188
115,358.73,05474.00,188
116,359.85,05533.00,188
117,0.12,05549.00,188
118,1.24,05483.00,188
119,359.00,05494.00,188
120,0.54,05479.00,188
121,1.66,05484.00,188
122,358.29,05528.00,188
123,359.42,05487.00,188
124,0.92,05472.00,188
125,358.67,05477.00,188
126,359.79,05544.00,188
127,1.08,05469.00,188
128,358.83,05476.00,188
129,359.96,05534.00,188
130,0.96,05466.00,188
131,358.70,05469.00,188
132,359.83,05504.00,188
133,0.39,05483.00,188
134,1.52,05481.00,188
135,358.12,05470.00,188
136,359.25,05490.00,188
137,0.69,05467.00,188
138,1.83,05486.00,188
